договор	ТУ	район	наименование	Сеть
1286	212860002	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "Детсад каб. А" > Детсад №44
1286	212860003	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "Детсад каб. А" > Детсад №44
1286	212860004	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "Детсад каб. А" > Детсад №44
1287	212870001	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-288" > ТП - 286 > РУ-0,4 кВ > ф. "Детсад №67 каб. А" > Детсад №67
1287	212870002	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-288" > ТП - 286 > РУ-0,4 кВ > ф. "Детсад №67 каб. А" > Детсад №67
1287	212870003	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-288" > ТП - 286 > РУ-0,4 кВ > ф. "Детсад №67 каб. А" > Детсад №67
1289	212890001	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 263" > ТП - 263 > РУ-0,4 кВ > ф. "Детсад каб. А" > Детсад №69
1289	212890002	МЭС - район реализации 2	Здание	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 263" > ТП - 263 > РУ-0,4 кВ > ф. "Детсад каб. А" > Детсад №69
129	201290004	МЭС - район реализации 2	ТП-119 Наружное освещение 	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-17" > ТП - 119 > РУ-0,4 кВ > ф. "УО"
129	201290017	МЭС - район реализации 2	ТП-201 Наружное освещение 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 263" > ТП - 201 > РУ-0,4 кВ > ф. "Ул. освещение"
129	201290018	МЭС - район реализации 2	ТП-281 Наружное освещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-281" > ТП - 281 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 55 п.8" > Наб. р. Магаданки 55
129	201290021	МЭС - район реализации 2	ТП-283 Наружное освещение 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-281" > ТП - 284 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71 п. 12 каб .А" > Набережная реки Магаданки 71
129	201290025	МЭС - район реализации 2	ТП-263 Наружное освещение 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 263" > ТП - 263 > РУ-0,4 кВ > ф. "Якутская 3 каб. А" > Якутская 3
129	201290026	МЭС - район реализации 2	ТП-288 Наружное освещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-288" > ТП - 288 > РУ-0,4 кВ > ф. "Уличное освещение"
129	201290031	МЭС - район реализации 2	ТП-154 Наружное освещение	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-161" > ТП - 154 > РУ-0,4 кВ
129	201290042	МЭС - район реализации 2	ТП-38 Наружное освещение	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 74" > ТП - 38 секция 1 > РУ-0,4 кВ > ф. "Пролетарская 12 каб. Б" > Здание СВЗ
129	201290050	МЭС - район реализации 2	ТП-35 Наружное освещение 	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-17" > ТП - 35 > РУ-0,4 кВ > ф. "Ул. освещение"
129	201290055	МЭС - район реализации 2	ТП-36 Наружное освещение	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 36 > РУ-0,4 кВ > ф. "Ул. освещение"
129	201290075	МЭС - район реализации 2	ТП-261 Наружное освещение 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-285 ввод Б" > ТП - 261 > РУ-0,4 кВ > ф. "К. Маркса 57 п.2" > К. Маркса 57
129	201290079	МЭС - район реализации 2	ТП-284 Наружное освещение 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-281" > ТП - 284 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71 п. 12 каб .А" > Набережная реки Магаданки 71
129	201290081	МЭС - район реализации 2	ТП-196 Наружное освещение 	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 196 > РУ-0,4 кВ > ф. "Уличное освещение"
129	201290090	МЭС - район реализации 2	ТП-26 Наружное освещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 263" > ТП - 26 > РУ-0,4 кВ > ф. "К. Маркса 54" > К. Маркса 54
129	201290095	МЭС - район реализации 2	ТП-149  Освещение территории 	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "К. Маркса 51 каб. А" > К. Маркса 51
129	201290101	МЭС - район реализации 2	ТП-195 Наружное освещение	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 195 > РУ-0,4 кВ > ф. "Горького 3А" > Горького 3А
129	201290104	МЭС - район реализации 2	ТП-6 Наружное освещение	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 18 - 265 ввод А" > ТП - 6 секц. 2 > РУ-0,4 кВ
129	201290107	МЭС - район реализации 2	ТП-240 Наружное освещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод А" > РП - 6 секц. 1 > ЛЭП-6 кВ "ТП - 240" > ТП - 240 > РУ-0,4 кВ
129	201290110	МЭС - район реализации 2	ТП-28 Наружное освещение	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 28 > РУ-0,4 кВ > ф. "Пролетарская 30 п.4" > Пролетарская 30
129	201290112	МЭС - район реализации 2	ТП-262 Наружное освещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод Б" > РП - 6 секц. 2 > ЛЭП-6 кВ "ТП - 262" > ТП - 262 > РУ-0,4 кВ
129	201290121	МЭС - район реализации 2	ТП-261 Светофорный объект 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-285 ввод Б" > ТП - 261 > РУ-0,4 кВ > ф. "К. Маркса 57 п.2" > К. Маркса 57
129	201290125	МЭС - район реализации 2	ТП-161 Светофорный объект 	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-161" > ТП - 161 секция 1 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 13 каб. А" > Наб. р. Магаданки 13
129	201290133	МЭС - район реализации 2	ТП-289 Светофорный объект 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-285 ввод А" > ТП - 289 > РУ-0,4 кВ > ВЛ-0,4 кВ "Гаражи"
129	201290134	МЭС - район реализации 2	ТП-2 Светофорный объект 	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 2 > РУ-0,4 кВ > ф. "К. Маркса 43" > К. Маркса 43
129	201290136	МЭС - район реализации 2	ТП-5 Светофорный объект	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-5" (Пролетарский) > ТП - 5 > РУ-0,4 кВ > ф. "Пролетарская 26 каб. А" > Пролетарская 26 корп 2
129	201290142	МЭС - район реализации 2	ТП-149 Светофорный объект	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "УО"
129	201290144	МЭС - район реализации 2	ТП-80 Светофорный объект 	ЮЭС > ПС 35/6 "МЯСОКОМБИНАТ" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-80" > ТП - 80 > РУ-0,4 кВ
129	201290150	МЭС - район реализации 2	ТП-283 Светофорный объект 	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 283 > РУ-0,4 кВ > ф. "Щит УНО"
129	201290151	МЭС - район реализации 2	ТП-286 Светофорный объект	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-288" > ТП - 286 > РУ-0,4 кВ
129	201290153	МЭС - район реализации 2	ТП-280 Светофорный объект	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 280 > РУ-0,4 кВ > ф. "Пролетарская 61 каб. А" > Пролетарская 61
129	201290174	МЭС - район реализации 2	ТП-1 Наружное освещение	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 1 > РУ-0,4 кВ > ф. "К. Маркса 38" > К. Маркса 38
1291	212910001	МЭС - район реализации 2	др.аб.3277 Детский экологический центр	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод А" > РП - 6 секц. 1 > ЛЭП-6 кВ "ТП - 163" > ТП - 163 > РУ-0,4 кВ > ф. "Десад №17 каб. Б" > Детсад №17
1291	212910003	МЭС - район реализации 2	др.аб.3277 Детский экологический центр	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод А" > РП - 6 секц. 1 > ЛЭП-6 кВ "ТП - 163" > ТП - 163 > РУ-0,4 кВ > ф. "Десад №17 каб. Б" > Детсад №17
1292	212920001	МЭС - район реализации 2	Магазин промтоваров"Консуэло"	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-17" > ТП - 35 > РУ-0,4 кВ > ф. "Портовая 4" > Портовая 4
1292	212920002	МЭС - район реализации 2	э/э при СОИД 2р-н ул.Портовая 4	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-17" > ТП - 35 > РУ-0,4 кВ > ф. "Портовая 4" > Портовая 4
1294	212940004	МЭС - район реализации 2	Музей(старый)отк.23.12.02г	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 74" > ТП - 39 > РУ-0,4 кВ > ф. "Пролетарская 20А" > Пролетарская 20А
1294	212940005	МЭС - район реализации 2	Музей(старый)отк.23.12.02г	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 74" > ТП - 39 > РУ-0,4 кВ > ф. "Пролетарская 20А" > Пролетарская 20А
13	200130001	МЭС - район реализации 2	Здание института	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 18 - 265 ввод А" > ТП - 265 > РУ-0,4 кВ
13	200130002	МЭС - район реализации 2	Здание института	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 18 - 265 ввод А" > ТП - 265 > РУ-0,4 кВ
13	200130003	МЭС - район реализации 2	Здание института	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "РП-5 ввод А" > РП - 5 секц. 1 > ЛЭП-6 кВ "ТП - 18 - 265 ввод А" > ТП - 265 > РУ-0,4 кВ
130	201300001	МЭС - район реализации 2	Рекламное агентство "Апельсин"	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 2 > РУ-0,4 кВ > ф. "К. Маркса 43" > К. Маркса 43
130	201300002	МЭС - район реализации 2	э/э при СОИД 2р-н К.Маркса дом 43	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 2 > РУ-0,4 кВ > ф. "К. Маркса 43" > К. Маркса 43
1301	213010002	МЭС - район реализации 2	Магазин	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 28 > РУ-0,4 кВ > ф. "Пролетарская 34, 36" > Пролетарская 34
1301	213010028	МЭС - район реализации 2	э/э при СОИД 2р-н Пролетарская 34	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 28 > РУ-0,4 кВ > ф. "Пролетарская 34, 36" > Пролетарская 34
1304	213040001	МЭС - район реализации 2	М-н"Комарово" ул.Пролетрская61	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 280 > РУ-0,4 кВ > ф. "Пролетарская 61 каб. А" > Пролетарская 61
1304	213040002	МЭС - район реализации 2	э/э при СОИД 2р-н Пролетарская 61	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 280 > РУ-0,4 кВ > ф. "Пролетарская 61 каб. А" > Пролетарская 61
1304	213040003	МЭС - район реализации 2	М-н "Комарово"К.Маркса 49	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП-9" > ТП - 149 > РУ-0,4 кВ > ф. "К. Маркса 49 п.2" > К. Маркса 49
1304	213040004	МЭС - район реализации 2	М-н"Комарово" Парковая 1	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 28 > РУ-0,4 кВ > ф. "Парковая 1" > Парковая 1
1304	213040005	МЭС - район реализации 2	э/э при СОИД 2р-н Парковая 1	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-28" > ТП - 28 > РУ-0,4 кВ > ф. "Парковая 1" > Парковая 1
1304	213040012	МЭС - район реализации 2	др.аб.1561 Нежилое помещение	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 283 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71/3 п.3" > Наб. р. Магаданки 71 корп 3
1304	213040013	МЭС - район реализации 2	ОДН 2р-н ул.Наб.р.Магаданки 71/3	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-280" > ТП - 283 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71/3 п.3" > Наб. р. Магаданки 71 корп 3
1304	217500001	МЭС - район реализации 2	Магазин	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-281" > ТП - 284 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71 п. 12 каб .А" > Набережная реки Магаданки 71
1304	217500002	МЭС - район реализации 2	э/э при СОИД 2р-н ул.Н.р.Магаданки 71	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "ТП-281" > ТП - 284 > РУ-0,4 кВ > ф. "Наб. р. Магаданки 71 п. 12 каб .А" > Набережная реки Магаданки 71
1305	213050001	МЭС - район реализации 2	Салон красоты	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 2 > РУ-0,4 кВ > ф. "К. Маркса 39 п. 1" > К. Маркса 39
1305	213050002	МЭС - район реализации 2	э/э при СОИД 2р-н К.Маркса 39	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-1" > ТП - 2 > РУ-0,4 кВ > ф. "К. Маркса 39 п. 1" > К. Маркса 39
1308	213080001	МЭС - район реализации 2	др.аб.3228 Магазин "Тесла"	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод А" > РП - 6 секц. 1 > ЛЭП-6 кВ "ТП - 163" > ТП - 264 > РУ-0,4 кВ > ф. "К. Маркса 67 п.3 каб. А" > К. Маркса 67
1308	213080002	МЭС - район реализации 2	ОДН 2р-н м-н Тесла	ЮЭС > ПС 35/6 "ПРОМКОМБИНАТ" > ЛЭП-6кВ "РП-6 ввод А" > РП - 6 секц. 1 > ЛЭП-6 кВ "ТП - 163" > ТП - 264 > РУ-0,4 кВ > ф. "К. Маркса 67 п.3 каб. А" > К. Маркса 67
1309	213090001	МЭС - район реализации 2	Парикмахерская "Фантазия"	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП - 199" > ТП - 37 > РУ-0,4 кВ > ф. "Гостиница ВМ-Ц 2 корп. каб. А" > Ленина 7
